squareMeters,numberOfRooms,hasYard,hasPool,floors,made,hasStormProtector,basement,garage,price
93375,27,0,1,67,1990,0,4304,784,9343934.0
37047,79,1,1,87,2019,0,5658,160,3713548.9
20453,54,1,0,96,1991,1,5077,770,2055870.1
86800,18,0,0,99,2008,1,3808,455,8684068.8
49835,37,0,0,55,2004,1,6772,140,4986495.4
25020,100,1,1,39,1990,0,5959,274,2510161.0
69665,14,0,1,78,1995,1,7745,707,6977106.5
16283,79,1,1,30,1990,0,7485,903,1638670.0
40984,15,0,1,39,2021,0,870,100,4103009.1
32731,99,0,1,66,1996,1,9859,681,3276617.6
86452,12,0,1,76,1997,1,9096,684,8657353.7
49031,87,1,1,62,2016,0,1800,723,4914589.6
53818,17,0,0,32,2000,1,728,910,5383450.0
74291,88,0,0,38,2004,1,217,379,7433320.4
73154,57,1,1,29,2015,1,8059,628,7322035.5
39162,21,0,0,16,2005,0,8453,846,3917826.5
45746,86,0,0,76,2009,1,2589,400,4580036.9
22615,61,1,1,30,1991,1,7923,321,2271139.1
6518,10,0,0,72,2008,0,5381,739,658946.8
67648,28,0,0,67,2004,0,2557,432,6770108.4
36353,50,1,0,2,2018,0,6760,190,3638165.8
68985,99,0,0,29,2002,1,6676,554,6900905.2
48258,94,0,0,46,1994,0,9611,693,4830907.4
67489,70,0,1,31,2001,1,6885,798,6756566.1
96184,46,0,0,1,2005,0,3961,986,9618863.5
42365,36,0,1,96,1996,1,7976,520,4249618.6
88274,45,0,1,41,2021,1,1899,445,8832114.1
49634,81,1,1,90,2021,1,7859,513,4972427.1
15062,12,0,1,42,2005,0,6899,112,1511857.5
74606,50,1,0,73,1990,1,8031,664,7471533.0
8368,4,0,1,55,2016,0,6985,710,842999.6
31821,7,1,0,63,2019,1,389,298,3187554.9
72741,56,0,1,49,2011,1,9912,709,7280439.1
53527,88,0,0,71,1995,0,3816,559,5356315.5
27702,17,1,0,25,2015,1,7133,844,2778207.5
69178,15,1,1,1,1995,0,5550,621,6921350.5
51766,71,1,1,36,2000,0,3915,311,5186043.0
14322,63,0,1,66,2017,0,567,352,1439924.7
13147,71,0,0,65,2013,0,1741,497,1316451.3
89434,56,0,0,13,1995,1,408,747,8945011.5
77439,91,1,1,56,2007,1,7307,908,7754431.7
99811,76,0,1,90,2005,1,2739,783,9988416.5
15301,66,1,0,5,1992,0,4711,390,1534279.2
46701,44,0,0,59,2009,1,4847,843,4674499.9
72938,90,0,1,64,2007,0,242,929,7301218.7
84600,74,1,1,43,1997,1,6703,713,8467208.7
65554,33,0,1,14,1995,1,3191,709,6559482.5
86607,50,0,0,4,2008,1,4425,125,8661568.8
99426,79,0,1,26,1993,1,4028,591,9945644.3
72990,42,1,0,1,2016,0,8597,619,7301689.6
41711,77,0,1,93,2011,1,719,382,4176663.1
52668,7,1,1,76,1996,1,2180,838,5281141.6
27059,45,1,0,40,2018,0,6965,455,2713421.8
12865,5,0,0,54,2000,0,7714,597,1288172.0
87045,61,1,0,19,1992,0,7325,237,8709780.2
64584,90,0,1,31,1996,1,5811,217,6465423.6
22681,93,1,1,6,2004,0,9803,583,2273361.4
16704,49,1,1,8,1994,0,7325,929,1676124.4
25124,97,0,1,25,2014,1,397,962,2517156.4
64209,30,1,1,55,1992,0,9761,525,6428666.2
18730,68,0,1,71,2008,1,7624,331,1884158.8
96177,40,1,0,19,1996,0,2237,268,9623218.6
76671,22,1,1,76,2001,0,3701,296,7674844.1
39129,76,0,1,26,1996,1,4674,737,3919404.6
52859,71,1,1,99,1993,1,5401,727,5299328.3
26223,12,0,0,76,1994,0,7431,798,2628273.4
89071,48,0,0,91,2008,1,5942,649,8913105.8
55022,61,1,0,43,1998,0,8955,216,5508301.8
60721,42,0,1,9,2005,0,68,695,6077844.5
28772,4,1,1,85,2003,0,8141,327,2888733.3
92716,48,0,0,3,1991,1,9364,731,9272362.1
19092,21,0,1,85,2020,0,2171,797,1915270.0
41440,98,1,1,77,1990,0,3885,997,4155501.0
60305,88,1,1,90,2019,0,6297,925,6038984.9
26611,68,0,0,21,2012,0,1184,856,2662493.2
16847,47,1,0,66,2009,0,8115,212,1687484.9
52785,13,0,1,61,2004,1,1207,833,5286382.4
2267,82,0,0,8,1995,0,9360,225,228087.5
22809,70,1,1,65,1990,0,3261,862,2285983.0
92242,26,1,1,39,2009,1,6405,894,9232332.9
19040,86,1,1,25,2002,0,6629,415,1915328.2
18943,6,0,1,26,2012,1,258,687,1899521.2
91914,37,0,0,68,2018,1,8148,649,9194073.8
60401,63,0,0,86,1997,1,3200,430,6047105.7
57865,2,0,0,30,2018,1,6981,147,5788561.8
1308,38,1,0,68,2005,1,8261,772,141631.5
76732,1,1,1,50,1999,1,3935,455,7682086.9
90859,22,1,0,65,2018,1,365,104,9090821.8
19596,51,1,0,83,2009,0,1691,398,1969900.9
86277,15,0,1,5,1995,1,5268,142,8629655.5
31845,8,1,1,1,2004,1,2826,663,3191199.4
46128,47,1,1,88,1996,0,7069,902,4624665.6
33398,78,1,0,30,1992,0,4552,803,3345097.2
70626,80,0,0,45,1995,1,1221,130,7065089.5
50315,11,1,1,52,1991,1,9867,239,5044978.1
84217,60,1,1,18,2013,1,4953,468,8429962.3
35127,8,0,0,4,2014,0,9746,906,3513571.4
14614,21,0,0,3,2015,1,1185,446,1462577.5
73686,10,1,1,93,2013,0,5029,440,7378513.3
80143,27,1,1,78,1995,0,4411,885,8026359.5
38454,8,1,0,6,1990,1,3909,297,3848412.0
70573,78,1,1,3,2016,1,8314,745,7061764.6
44584,84,1,0,90,1992,1,8073,738,4468024.2
46953,82,1,0,41,2006,1,4606,475,4699973.6
87960,53,1,0,27,2007,0,5586,914,8801034.7
10051,10,1,0,34,1998,0,4642,450,1010724.8
14044,48,0,1,43,2001,1,5654,198,1409581.1
83252,98,0,0,8,1992,1,3015,496,8326479.2
46183,4,1,0,5,2007,0,735,956,4621605.7
17256,30,0,0,59,1994,0,698,668,1729036.4
59111,58,1,0,38,1998,0,1977,708,5919005.8
41732,19,0,0,63,2018,1,4692,321,4177464.8
6912,47,0,0,2,2016,0,3458,264,691629.6
8719,84,1,0,20,2003,0,5944,929,875984.3
15670,54,1,0,26,2007,1,9688,436,1572432.7
54669,58,0,0,85,2012,1,4746,140,5472646.2
71164,54,1,0,38,2019,1,5473,638,7121656.9
8497,97,1,0,57,2018,0,4113,250,856430.8
27296,31,0,1,93,2013,1,4778,369,2736257.3
65201,13,0,1,28,1995,1,3927,670,6524351.5
7729,87,1,1,35,2004,1,4456,346,781939.4
64186,10,0,0,6,2011,1,5408,971,6419507.1
75571,9,1,1,16,2021,1,7754,449,7563298.1
40943,76,0,0,32,2010,0,8104,855,4097629.0
88884,97,1,0,63,2010,1,9198,541,8894048.0
96228,80,1,1,15,1998,0,5135,551,9629903.8
57859,74,1,1,52,1995,0,7881,711,5796496.5
58239,88,1,0,77,1999,0,3568,155,5831545.9
7859,89,1,1,60,2018,1,6257,258,796540.8
37111,97,1,0,22,2019,1,265,360,3718382.9
90304,52,0,0,33,2020,0,4104,803,9033809.0
87906,46,1,1,33,1994,1,1489,106,8799360.4
47839,86,1,0,53,1993,1,5689,321,4792795.3
91637,5,0,0,29,2016,1,6476,169,9166209.6
92591,27,0,1,73,1991,0,5776,438,9265884.1
26614,69,1,1,60,1998,1,1700,383,2673620.8
45955,58,1,0,37,1998,0,6156,285,4599926.8
6712,66,1,1,93,2001,0,1150,594,678200.1
89725,26,1,1,83,2013,1,319,994,8985353.3
48776,60,0,0,9,1991,0,8652,307,4879354.1
63953,67,0,1,25,2004,1,6537,638,6400710.4
40508,78,1,0,63,2005,0,6334,242,4060440.5
49310,63,1,0,80,2006,0,9692,176,4943199.6
69164,48,1,1,70,2007,1,5861,652,6929542.7
61402,74,1,1,40,2000,0,3524,469,6149729.0
53749,86,0,1,63,2009,1,8488,239,5381187.9
73140,92,1,1,69,2019,1,6384,726,7325048.9
34338,41,0,0,95,1996,0,5015,251,3442319.6
52525,13,1,0,82,1999,1,7750,776,5257813.9
53753,49,1,1,37,1999,0,9951,998,5385374.9
58713,63,0,1,39,1994,1,4710,642,5879478.4
40155,33,0,1,99,2009,1,9296,227,4028472.9
32805,35,0,0,17,1994,1,6766,451,3281975.4
848,92,1,1,37,2013,1,2128,959,94998.3
67073,45,1,0,59,1996,1,4506,638,6713052.6
14520,12,1,0,2,2020,1,8531,336,1456205.0
65986,38,0,1,39,2016,0,8778,627,6605910.6
15246,59,0,1,48,2020,0,460,596,1531089.0
62613,56,0,0,69,2019,0,6845,245,6268368.9
26348,37,0,1,89,1990,0,628,756,2641767.0
44633,100,1,0,69,2010,0,8183,479,4470611.0
33126,50,1,0,87,2019,0,2592,582,3317019.9
62872,86,0,1,56,1994,1,5621,335,6293741.4
69429,65,0,0,34,1997,1,9354,215,6945733.7
67034,37,1,0,17,2014,0,4115,201,6710309.4
63817,89,1,1,92,2009,1,4092,170,6391540.9
41705,45,0,0,97,2010,0,3513,754,4173470.0
31025,96,1,0,35,2006,1,9107,606,3110889.6
33532,54,0,1,80,2021,0,773,630,3362452.1
27924,68,1,1,81,1991,1,2068,183,2805108.1
3996,65,0,0,37,1999,0,3247,101,402010.9
80524,22,1,1,49,1997,1,4111,252,8060508.7
63190,50,0,1,45,1992,0,6132,348,6323436.2
62757,74,0,1,31,2006,0,5656,761,6281435.6
54682,81,1,0,92,2013,1,1114,341,5477375.3
87987,38,1,0,97,2006,1,234,125,8810668.6
98157,91,0,1,75,2021,1,5340,465,9823508.1
81019,56,1,0,99,1995,1,8376,863,8112092.5
92296,31,1,1,69,2018,0,785,604,9237027.8
51579,37,0,1,6,2019,0,1328,636,5161447.9
41042,88,1,1,44,1990,0,6364,121,4112280.0
1737,75,1,0,92,2014,1,3403,904,179334.4
97725,88,0,1,13,1991,0,3938,175,9777735.1
30317,33,0,1,78,2019,0,4786,212,3035229.9
54146,83,1,0,79,2010,1,2595,850,5422823.0
32599,68,0,0,67,2003,0,4964,902,3265978.3
77491,58,0,0,32,2021,1,53,961,7751876.1
41164,59,0,0,69,1991,0,7302,954,4119024.1
3189,56,1,0,23,2001,0,3230,971,322194.1
97691,17,1,0,79,1991,1,5370,631,9781758.1
38486,88,0,0,50,2021,1,6167,304,3850352.1
68232,19,0,1,31,2012,1,1128,982,6828383.2
42893,26,0,0,42,2014,0,2881,493,4291975.4
7042,17,0,1,32,2012,0,9907,728,711173.2
48678,18,1,1,57,1998,0,89,775,4877324.8
14938,8,1,0,50,1991,0,5217,810,1499161.1
62596,90,0,0,70,1990,0,4330,739,6266459.0
69722,83,0,0,14,2002,0,1167,192,6972996.2
10564,99,0,1,3,1992,0,9081,836,1062047.2
49996,85,0,0,19,2021,1,2914,295,5001283.1
47327,100,1,0,40,2001,0,4006,147,4737050.1
85489,90,1,0,42,1999,1,6755,320,8555341.9
54667,26,0,1,70,2019,0,4707,729,5473221.9
72507,87,0,0,13,1999,0,4730,406,7252211.9
68113,67,1,0,29,2007,0,4788,990,6817735.7
84587,98,0,1,71,2000,1,3726,168,8468745.0
88036,30,0,0,16,2017,0,2328,947,8804243.7
91395,66,0,0,71,2017,1,3714,223,9145192.7
81805,51,1,1,16,2003,0,1695,521,8186061.3
47253,84,0,0,32,1998,0,9819,375,4728903.8
44924,97,0,0,44,2015,0,3478,117,4496017.5
62027,21,1,1,62,2013,0,6654,314,6211934.3
65583,99,1,0,27,2003,1,4196,968,6565646.3
47006,72,0,0,76,2017,0,6414,613,4707409.7
36108,69,1,1,2,2001,1,4764,289,3617759.1
56329,10,0,1,2,1997,1,542,806,5638765.7
94212,29,0,0,59,2004,1,6573,198,9427260.4
47063,10,1,1,6,2019,1,1135,996,4713133.9
45985,33,0,0,83,2008,1,9524,986,4604960.8
39269,87,0,1,16,1997,0,6604,800,3930292.7
4727,60,1,0,25,1994,0,6301,273,477285.4
24677,63,0,0,6,1998,1,6976,314,2469125.8
42936,74,1,1,51,2016,1,6601,870,4300587.6
93013,76,0,0,80,2005,0,7518,786,9307630.5
70881,45,1,0,64,2002,1,6846,312,7092821.2
99130,99,0,1,23,1993,0,7265,115,9916962.3
82113,22,0,0,24,2016,0,9897,886,8212303.6
3475,5,1,1,9,1998,1,5996,431,355722.8
23863,67,0,1,71,1990,0,6878,257,2397991.0
25602,37,1,0,17,2021,1,9608,703,2564047.1
81021,39,0,1,42,1995,1,6345,252,8107700.5
25307,24,1,0,90,2014,0,9536,381,2538791.4
18262,61,0,1,71,2021,0,9975,218,1834387.1
48077,63,0,1,7,2018,0,7539,438,4812989.8
94973,55,0,1,86,1995,1,3478,987,9502380.5
32138,23,1,1,91,1994,0,5589,839,3224251.4
10854,58,1,1,95,1993,1,2726,951,1096077.3
80306,84,1,1,91,2004,0,7018,371,8037519.4
1138,4,1,0,18,1996,1,8264,269,117207.6
24045,31,0,0,56,1991,0,9640,851,2407159.1
20860,49,0,0,60,2012,0,6395,173,2091881.2
57790,23,0,1,65,2002,0,1464,622,5787991.2
73517,79,0,1,63,1991,1,227,931,7355043.1
137,32,0,1,47,2021,1,6831,242,21201.1
69685,82,1,0,32,2006,0,757,844,6973812.6
11104,69,1,1,19,1996,0,6106,471,1116580.6
65060,30,1,0,75,2013,0,6375,113,6514250.3
25655,31,1,1,9,2001,1,2420,884,2573091.1
13285,7,0,1,57,1994,0,4719,668,1334194.4
84706,75,0,0,24,1990,0,8118,923,8473043.0
98298,85,0,1,97,1995,1,43,311,9843812.5
74921,57,0,1,61,2012,0,5718,978,7494913.2
9771,26,0,1,48,1995,1,2211,367,983421.5
77561,62,0,0,79,1999,0,3871,606,7760341.9
40104,56,1,1,44,2000,0,8809,689,4020381.0
4308,79,0,0,19,2003,0,3660,509,432778.3
14004,5,1,1,33,2004,1,9535,818,1410301.4
85829,23,1,1,32,2005,1,9686,657,8592258.5
73776,92,1,0,43,2002,1,1789,805,7383860.2
86253,24,1,1,47,1998,0,2626,909,8633980.8
85423,40,0,1,39,1992,1,6201,476,8548531.2
11757,57,1,1,5,1993,1,2326,760,1183388.3
33761,71,1,0,76,2001,0,5758,677,3381494.1
33749,85,1,0,2,2016,0,8671,646,3379893.6
83865,38,1,1,42,1992,1,8832,680,8395225.2
79067,27,1,1,58,1994,1,8279,183,7914438.4
91698,21,1,0,38,1993,1,521,109,9177134.3
22973,41,1,0,80,2001,1,6044,804,2302445.1
27838,87,1,0,73,1993,0,3189,241,2787148.3
21832,69,0,1,26,1990,0,4442,149,2186291.0
291,22,1,1,47,2003,0,6446,366,38413.3
46666,81,0,0,38,2011,0,3128,277,4668103.1
88329,22,1,1,20,2004,0,9532,836,8841056.4
37103,61,0,1,8,2017,1,4148,848,3714959.7
29789,87,0,0,90,2014,0,6009,879,2984021.4
1399,77,0,1,67,2009,0,9089,750,148407.9
13696,8,0,0,40,2003,1,905,398,1371950.3
79354,4,1,0,28,1991,1,4757,895,7939210.1
93656,65,0,1,8,2007,0,4173,230,9369720.7
16247,71,0,0,95,1990,0,8238,957,1634324.0
97330,23,1,0,82,1996,0,362,430,9739677.6
78982,38,1,0,18,2007,1,1538,328,7905259.7
78367,30,1,1,89,1995,0,6088,319,7847930.5
98729,36,0,0,4,2002,0,9090,351,9873352.2
97651,26,0,0,45,1998,1,2936,299,9769739.8
69203,8,0,0,68,1993,0,9636,732,6926561.3
44416,76,1,0,46,2001,0,2296,577,4450953.1
68494,83,1,1,79,1992,1,9754,264,6854981.2
59545,65,0,1,21,2020,1,5558,642,5958908.0
66784,34,0,0,3,1992,1,238,853,6679374.2
69375,6,1,1,96,2003,0,9878,954,6952253.3
75990,57,0,1,6,2006,1,3803,511,7605199.6
92539,55,1,0,74,2001,0,5478,427,9260585.1
57720,35,1,1,14,2017,0,3550,794,5777415.7
44961,14,0,0,50,1997,1,3790,627,4501549.7
20964,82,1,1,1,2001,0,2157,950,2101237.1
42734,84,0,1,67,1990,0,8532,195,4279195.0
23895,41,0,1,26,2012,0,9891,997,2396762.2
13877,23,1,1,23,2003,1,5312,819,1397190.3
46470,32,0,0,30,2012,0,3805,313,4650661.2
17317,90,1,0,97,2021,1,1466,587,1738012.1
47542,75,1,1,40,1996,1,3378,699,4764418.6
82408,53,0,1,95,1997,1,8132,416,8248881.7
9434,63,1,1,91,1993,0,6177,801,954722.3
16467,84,1,1,55,2014,0,6574,473,1659656.4
56296,18,0,1,32,2016,0,6200,602,5637090.6
48789,42,1,0,51,2007,1,6600,591,4887322.7
5769,97,1,0,79,2005,1,1964,159,588379.5
51827,90,1,0,59,2007,1,8141,250,5192441.7
9115,24,0,1,8,1997,1,7187,472,914381.7
12641,20,0,1,54,2014,0,9434,148,1270857.4
26966,91,1,1,44,2002,0,2435,792,2709495.2
65479,82,0,1,48,1990,1,2907,111,6553618.0
47583,48,0,0,99,1992,1,3705,983,4762269.2
93184,78,0,0,43,1992,1,3946,159,9321499.2
1254,38,0,0,57,2001,1,9002,283,128928.1
95328,59,1,1,24,2020,0,8716,269,9538747.0
7388,75,0,1,96,2018,1,4898,366,750538.8
34555,35,1,1,45,2003,1,1597,286,3467129.3
61310,49,0,0,21,2006,1,5865,618,6132679.6
20714,61,1,1,83,1993,1,9406,277,2077129.3
94704,55,1,1,6,2007,1,3351,815,9480933.7
13353,17,1,0,18,2011,1,6437,559,1338753.1
57475,67,0,0,83,2007,1,654,914,5753644.7
84795,41,0,0,22,1992,0,5173,407,8481583.2
70465,10,1,0,11,2012,0,9473,955,7052303.2
68270,37,1,0,65,2018,1,3366,928,6835596.8
26389,85,0,1,39,1993,0,4738,904,2646987.3
57552,99,1,0,19,1993,0,445,134,5759074.3
84291,7,0,0,65,1998,0,7574,721,8432314.8
60059,60,1,0,9,2000,1,2181,330,6008916.0
91513,50,0,0,3,2002,1,5906,232,9152366.2
70544,4,0,0,11,2002,0,5701,322,7055619.2
16565,91,0,0,95,2005,1,6950,826,1663375.5
75865,10,0,1,60,1997,1,1006,955,7595183.7
29758,34,1,0,63,2021,1,5853,514,2982078.1
95566,7,1,1,21,2002,1,2871,474,9564576.2
1090,30,1,1,40,2003,1,6324,193,118270.3
98319,91,0,1,55,2014,1,6427,489,9837654.4
18693,18,1,0,99,2005,1,2092,423,1876877.5
21781,65,1,1,26,1991,1,9090,289,2187037.1
33662,46,1,0,38,2010,1,7341,561,3370242.0
94420,34,1,0,75,2020,0,2413,311,9453347.0
53313,19,1,0,35,1995,0,2157,352,5334996.5
54060,5,1,1,46,1990,0,2407,674,5414753.0
67709,22,1,1,78,1994,1,1056,359,6782857.4
85740,22,1,1,59,2010,0,5447,572,8579832.0
28659,58,0,1,21,1993,1,4774,301,2869081.3
30217,36,1,1,73,2014,0,5031,498,3033408.4
58165,26,1,0,2,2021,1,1746,644,5819124.1
4014,11,1,0,22,2017,1,8612,811,404625.7
13523,59,1,0,38,1995,1,7180,843,1358157.5
49772,90,0,1,68,2007,0,2310,995,4985835.7
85904,65,1,0,43,1996,1,7909,434,8594924.6
22541,99,1,1,27,2011,0,4339,419,2264203.1
39132,43,0,1,83,2008,0,1287,161,3920808.8
32785,27,0,1,21,1991,1,2935,777,3284948.1
69831,71,0,1,46,2005,0,1614,380,6990205.5
80301,1,1,0,77,2001,0,213,160,8042286.1
10802,34,0,1,10,2018,0,8297,675,1086000.8
87853,26,0,1,54,2011,0,5587,297,8789947.1
86424,86,1,1,100,1998,1,5568,895,8654131.8
44595,29,0,0,77,1998,0,5697,562,4460946.8
60056,75,0,1,7,1995,1,7429,344,6011032.5
30896,27,1,1,15,2008,0,2033,342,3097036.8
54484,38,1,0,76,2011,0,9399,838,5456741.1
16571,50,0,0,82,1993,1,8026,463,1663083.3
87858,18,0,0,31,2020,1,8181,209,8786967.0
19869,99,0,0,86,2021,1,8661,339,1992188.1
54298,90,1,0,24,2017,1,8083,829,5432285.7
8191,10,1,0,30,2001,1,9361,434,823318.1
79950,89,0,0,64,1997,0,2113,220,7997513.7
73332,42,0,1,49,2000,0,2779,594,7339665.0
31669,8,1,1,21,1998,0,5984,920,3174122.8
97412,27,0,1,90,2002,0,4015,726,9747182.2
63163,93,0,1,36,2008,1,1326,659,6324361.8
43907,29,0,0,34,2017,1,6877,612,4392043.7
64260,38,0,0,29,2018,1,2011,255,6427856.8
42585,74,1,1,30,2000,1,3600,805,4266978.0
35108,94,1,0,14,2009,1,7735,480,3515504.9
12127,22,0,0,69,1998,0,8522,882,1214434.8
63669,45,0,0,72,2001,1,5474,828,6372430.1
24278,59,0,0,60,2000,1,6038,673,2430050.0
18937,50,1,0,45,2001,0,5676,263,1899216.1
82865,32,0,1,97,2001,0,7868,637,8296881.1
58599,96,0,0,97,2010,0,140,935,5862285.0
85101,91,1,1,44,2015,0,908,104,8517678.5
95649,3,0,1,8,1992,1,9403,253,9567841.2
2448,87,1,0,30,1990,1,170,158,251247.0
31539,62,0,1,11,2010,1,8253,749,3158408.0
96853,91,0,0,62,2007,0,9286,616,9689548.7
64718,54,0,1,4,2003,1,3947,781,6476248.3
5263,64,1,0,25,2014,1,2881,659,530890.4
1115,97,1,1,96,2014,0,1015,517,129053.4
35568,6,0,0,26,1998,1,951,724,3558401.8
98423,8,0,0,10,2011,0,7336,111,9843291.1
78772,64,1,1,60,1995,0,6523,275,7887820.5
6592,59,0,0,99,2014,0,3049,396,666733.4
22773,16,1,0,44,2009,0,8129,501,2283953.9
4800,51,0,1,83,1995,0,3715,786,489132.5
65322,24,1,1,67,2015,1,4968,923,6543253.5
29310,74,0,0,3,2000,0,10,968,2932138.0
70742,95,1,1,99,1993,1,552,261,7091010.3
60239,37,1,0,77,1998,1,7220,276,6032661.8
35693,67,0,1,94,2012,0,755,149,3579115.2
8395,94,0,1,2,2019,0,1618,833,842343.9
81718,46,1,1,20,2015,1,8712,179,8179978.5
79368,63,1,1,14,2003,0,2341,743,7940744.3
35420,86,0,0,43,2010,1,4993,813,3543382.0
33267,84,0,0,68,2018,0,2950,631,3329395.8
57971,35,0,0,41,1993,0,4187,977,5800901.3
17686,100,1,1,66,2010,0,3069,303,1777384.0
59159,62,0,0,80,2017,1,1811,428,5921171.7
75700,25,0,0,55,2013,0,7489,433,7571506.3
92384,95,0,0,3,2014,1,789,455,9239195.4
87425,60,0,1,61,2004,0,1411,715,8748652.4
18040,80,1,1,62,2016,0,3029,157,1813007.6
68992,99,1,0,39,1995,0,2245,682,6907585.5
10141,66,1,0,48,1997,1,9916,372,1020755.7
83647,83,0,0,33,2003,0,6035,405,8367526.3
94846,26,0,1,60,2014,1,887,441,9492403.4
42105,72,0,0,5,2015,1,7013,480,4211221.5
49833,93,0,1,48,2017,1,6874,194,4991168.7
35825,25,1,0,12,1992,1,7272,167,3587596.2
69428,8,0,1,1,2013,0,8231,118,6944939.3
77287,55,1,0,86,2014,1,5138,437,7734572.4
13166,33,0,0,80,2019,1,4804,1000,1323421.9
46131,38,1,1,15,2005,1,7725,249,4619824.5
37111,54,1,1,85,1991,1,2218,679,3720632.1
46540,26,0,0,85,2009,1,5740,667,4656975.9
32369,98,0,1,32,2013,1,5326,182,3242795.3
2192,69,1,0,84,1999,1,9578,748,226924.9
22752,14,1,1,58,2008,1,7726,988,2284238.8
43252,4,0,0,14,2010,0,9888,691,4326741.0
64697,9,0,0,56,2005,1,1581,510,6474788.5
93168,74,0,1,58,2002,0,6692,690,9321665.2
94681,15,0,1,38,1998,0,4413,757,9476231.8
27903,21,1,0,65,2007,1,7234,211,2800107.7
2943,1,1,1,29,2005,1,4470,851,302523.5
80746,36,0,0,19,2003,1,7670,892,8077153.3
13449,81,1,0,99,2016,1,9907,293,1356395.6
66907,24,1,1,93,2012,0,6630,366,6703560.2
83377,43,0,0,45,2003,0,937,831,8342685.3
77849,12,0,0,55,2002,0,1951,303,7789805.2
92759,90,1,0,21,1992,1,3299,760,9280104.2
47283,43,1,1,6,2012,1,9325,856,4734429.2
96593,95,1,0,79,2009,0,222,761,9665702.9
71226,52,1,0,66,1995,0,7795,782,7127541.5
49136,9,1,1,48,2006,0,4728,998,4919606.6
67434,67,1,1,16,1997,1,3840,906,6749956.7
55324,87,0,1,47,1994,1,2998,291,5535750.4
43410,68,1,0,30,2006,0,5208,754,4346921.6
54919,13,1,0,15,1996,0,4870,647,5497882.6
3880,24,1,1,85,2013,0,8299,246,394027.3
7028,35,1,1,20,1995,1,7528,219,711682.5
31433,31,1,1,6,2016,1,2568,145,3152681.6
83521,59,1,1,47,2007,1,3228,195,8360843.7
60797,97,1,1,13,2002,1,558,986,6088961.2
86284,100,1,0,22,1990,0,7612,366,8632859.0
44966,52,0,0,18,2020,0,5180,328,4497556.0
18932,36,0,0,51,1991,0,3661,110,1897312.1
91250,88,0,0,73,1997,1,9598,273,9129722.7
92563,2,1,0,22,1993,1,4159,722,9262042.3
48319,59,0,1,54,1998,1,412,378,4839740.8
27565,79,1,0,3,1999,1,5802,634,2760622.9
38455,44,0,0,77,2020,0,9249,663,3851261.0
66180,6,0,0,80,2003,0,3288,164,6619700.3
43037,78,0,1,82,2015,1,8444,426,4310516.5
49365,94,1,0,46,2016,1,871,185,4941743.6
7364,45,1,1,77,2010,0,4918,650,746098.0
49588,36,0,0,75,1998,1,9692,301,4963749.8
51957,65,0,1,16,2021,0,3141,988,5199371.1
31383,68,1,0,12,2008,0,3741,877,3144398.8
97271,53,0,1,64,2011,1,9741,800,9738138.1
74271,67,1,0,6,1992,1,7245,756,7430269.2
37217,90,1,0,85,2000,1,2628,309,3729864.0
61295,43,0,1,76,1995,0,8048,329,6135795.5
53067,14,0,0,74,1991,0,7988,647,5312209.1
45732,86,1,1,32,2011,1,7868,462,4583088.1
73470,43,1,1,32,2001,0,5516,234,7356027.1
75839,41,1,1,73,2019,0,402,886,7595476.9
19658,53,0,0,31,2005,1,7965,818,1969247.5
67974,48,0,0,2,2021,0,6054,788,6797812.1
14195,3,0,0,41,1991,0,3179,116,1421839.1
12624,45,0,0,68,2001,1,270,506,1268100.1
12739,100,0,0,70,2010,0,7855,910,1278581.0
50567,50,0,0,19,2013,1,1657,531,5058199.3
25079,10,1,0,99,2018,1,727,841,2515722.8
14856,3,0,1,57,2018,0,3592,819,1490234.8
48408,85,1,0,60,2020,1,918,176,4844150.0
9423,51,0,0,56,2010,0,2142,926,944455.0
82614,37,1,0,60,2002,1,58,875,8269246.2
15726,33,0,1,40,2013,1,359,867,1580718.3
78671,86,0,0,17,2013,0,5203,841,7868709.3
20197,64,1,0,97,1990,1,6461,138,2027294.0
30713,97,0,1,64,2011,0,9968,446,3079646.1
83019,10,0,1,79,1993,0,9536,432,8307344.3
34639,25,1,1,98,2017,1,8732,421,3474105.7
19606,82,1,0,89,2009,1,7187,668,1972219.9
54753,100,1,0,84,2000,1,8285,281,5482557.0
35750,84,1,1,99,1991,1,4748,721,3587011.1
40776,63,1,1,5,2005,0,7587,188,4083372.5
76938,62,0,1,64,1990,1,9365,850,7697356.0
22421,30,0,0,46,1996,0,6380,776,2245981.6
78379,4,1,1,3,2002,0,4238,140,7845253.2
28804,79,0,1,36,1998,0,8294,937,2884048.8
2434,16,1,1,18,2013,0,5345,884,253611.3
23281,86,0,0,30,2004,0,9637,136,2329260.4
92417,91,0,0,7,2001,1,8642,412,9242684.1
82560,46,0,0,56,2012,1,3950,218,8258817.2
24936,67,0,0,70,2020,1,5815,349,2498112.0
3261,7,1,0,52,2013,0,6538,172,333334.3
86526,50,1,1,89,2003,1,4774,735,8668619.3
81673,47,0,1,3,2013,0,2412,767,8171876.3
17901,47,0,0,23,2021,1,8653,734,1791955.1
86179,26,0,1,2,2013,0,894,363,8622983.3
84465,47,1,0,64,2003,0,5688,418,8455710.3
37916,26,1,1,52,2004,0,4276,627,3798906.4
20852,100,1,1,11,1993,1,9496,629,2096217.3
86258,100,1,1,55,1998,1,6357,555,8632872.8
